Source,Target,type_of_content
kidmuller0,LoudLuxury,Reply
kidmuller0,LoudLuxury,Mention
OpiningCourt,BetteMidler,Retweet
LucieTigner,donwinslow,Retweet
GuptaKinshuk2,ArvindKejriwal,Mention
GuptaKinshuk2,CMOMaharashtra,Mention
Geohuffdc,jeremyherb,Retweet
ConsciousBeanM8,PDXorax,Retweet
darlene55804955,AdamMilstein,Retweet
FauxPanther,DavidLat,Retweet
WhiteKaylee6,IAm__DaQueen,Retweet
BP99498844,IPOT1776,Retweet
pipahhhhhhhhh,nobisha,Retweet
grrphotography,RT_com,Retweet
psj211,reason,Retweet
annabellee_lee,Breaking911,Retweet
GreenHornets72,MichaelCoudrey,Retweet
Juls4Change,juliebosman,Retweet
susanengel14,1stKiersten,Retweet
seagraverick,EmilyRoseFinn,Retweet
seagraverick,OANN,Mention
seagraverick,JennPellegrino,Mention
LynnePena75,kylegriffin1,Retweet
januaryjp1,wosunews,Retweet
januaryjp1,Battelle,Mention
januaryjp1,US_FDA,Mention
keozdev,HoustonOEM,Retweet
TheThatchDog,keithboykin,Retweet
GuyCopes3,RobbinSimmons7,Retweet
vandongene,lookner,Retweet
RECENTORG,cfcpac,Retweet
WhoIsBerzerker,StoolGreenie,Retweet
thatsnomoon290,ryanstruyk,Retweet
TomRagauskis,BarbaraRedgate,Retweet
TomRagauskis,VDHanson,Mention
lisamdeleon98,GregAbbott_TX,Retweet
MagaNordic,love4thegameAK,Retweet
pamspugs2,Franklin_Graham,Retweet
thomasj1985,alfonslopeztena,Retweet
trix6,jimsciutto,Retweet
MoonnyInTheBlue,ladygaganownet,Retweet
alfa673,thebradfordfile,Retweet
dlipp3,ruthbenghiat,Retweet
dlipp3,FoxNews,Mention
Amazon19631,IngrahamAngle,Retweet
fkurytleftism,CraigDMauger,Retweet
DanielleD570,PoliticusSarah,Retweet
phenomenoire,SethAbramson,Retweet
AustradeHK,abcnews,Mention
chadcrichton,Noahpinion,Retweet
juno53211,AndrewBloch,Retweet
RECENTORG,cfcpac,Retweet
Old541,MakeMyDay2020,Retweet
erickolson,BillR,Retweet
pezazee,globaltimesnews,Retweet
AdmiralTiberiu1,GregAbbott_TX,Retweet
namastecanucks,jbendery,Reply
namastecanucks,jbendery,Mention
namastecanucks,acyork1887,Mention
rickreck,ryanstruyk,Retweet
rickreck,CNN,Mention
jessicapancakes,parul_sehgal,Retweet
Muzzy_TXs,Muzzy_TXs,Tweet
Pip_kc,Pip_kc,Tweet
D4_5t4Lk3r,fred_guttenberg,Retweet
BabashanBarbara,PuestoLoco,Retweet
BabashanBarbara,realDonaldTrump,Mention
BabashanBarbara,JoeBiden,Mention
surfbro26,atima_omara,Retweet
jurislexianna,cnnphilippines,Retweet
abhiparlib,NYTScience,Retweet
tanyaseda,Instacart,Mention
venkatesh_met,Imamofpeace,Retweet
edngai078_ni,GmanFan45,Retweet
edngai078_ni,Inevitable_ET,Mention
edngai078_ni,Mediaite,Mention
edngai078_ni,Twitter,Mention
edngai078_ni,RudyGiuliani,Mention
sundene,NewYorker,Retweet
Bunnywabbitt52,DrDenaGrayson,Retweet
Bunnywabbitt52,realDonaldTrump,Mention
DennisFr0gman,Yamiche,Retweet
gangga__,carolynryan,Retweet
Roxy4080,realTuckFrumper,Retweet
DisneyDana,MoetBlindCat,Retweet
DisneyDana,catsofinstagram,Mention
nikkiz999,SethAbramson,Retweet
Nicolewaver,jburnmurdoch,Retweet
Thaad1,ryanstruyk,Retweet
Thaad1,CNN,Mention
flyboy_1776,realDonaldTrump,Retweet
JamieCorridon,nypmetro,Mention
_HopeJH,acechhh,Retweet
reikableu,kirucine,Retweet
FSU12Noles,BreitbartNews,Retweet
EsquirePhoto,globaltimesnews,Retweet
peachypleased,KSIOlajidebt,Retweet
CaseyCho1942,ryanstruyk,Retweet
CaseyCho1942,CNN,Mention
nickmiss,JamesMartinSJ,Retweet
_ky_tothe_ra_,TobiRachel_,Retweet
CosmosMagazine,CosmosMagazine,Tweet
rag_koko,tomselliott,Retweet
Anthony26711678,JackPosobiec,Retweet
TrafficMac,kylegriffin1,Retweet
TreslerLuke,realDonaldTrump,Reply
TreslerLuke,realDonaldTrump,Mention
CarolJBrown9,MaeWunder,Retweet
CarolJBrown9,RealCandaceO,Mention
TheRealMaddog58,SidneyPowell1,Retweet
bjatmcw,ryanstruyk,Retweet
bjatmcw,CNN,Mention
NotOfAssisi,joshtpm,Retweet
marls1981,sherwiebp,Retweet
husnaordinary,nobisha,Retweet
en_knights,ENHS_Esports,Retweet
NicoH715,JoeNBC,Retweet
Jbgud,ajitxsingh,Retweet
Nomad51,ryanstruyk,Retweet
Nomad51,CNN,Mention
CactusGipsy,JulieYAli,Retweet
CactusGipsy,BCReality,Mention
CactusGipsy,emgfind,Mention
CactusGipsy,shandro,Mention
CactusGipsy,GoAHealth,Mention
ThePowersThatBe,ThePowersThatBe,Tweet
malinda75322,JonathanTurley,Retweet
niki_cwy,dwnews,Retweet
patricia_cotto,ItoniLl,Retweet
MIRedState,freep,Mention
mjanmjan7,QuickTake,Retweet
Gulktk8,Jhagra,Retweet
c3y5000,sherwiebp,Retweet
snoopywood11,realDonaldTrump,Retweet
ArgoJournal,ddale8,Retweet
BUSHADEMOCRAT,AprilDRyan,Retweet
BUSHADEMOCRAT,realDonaldTrump,Mention
dmd1943,Mikel_Jollett,Retweet
dussault_helen,tedlieu,Retweet
OntheGround_1,MatthewJshow,Retweet
OntheGround_1,realDonaldTrump,Mention
BamiyanBuddha,majorgauravarya,Retweet
Lindast33071445,TomFitton,Retweet
Lindast33071445,US_FDA,Mention
BernieDenizen,BernieDenizen,Tweet
ANURegNet,ANURegNet,Tweet
srauer20,srauer20,Tweet
aishwaryak03,AFPphoto,Retweet
E_Leww,d_lauren12006,Retweet
AcidHeist,nytpolitics,Retweet
robeinapersaud,HashemGhaili,Retweet
Sheri1606,Sheri1606,Tweet
Nirbhayoham,NewsNationTV,Retweet
OnTheLam,willripleyCNN,Retweet
beanmanegan,theintercept,Retweet
adriananunezr1,ianbremmer,Retweet
misosusanowa,nanaslugdiva,Retweet
GaleWoo41521620,PrrlAnachronism,Reply
GaleWoo41521620,PrrlAnachronism,Mention
GaleWoo41521620,Pud_420,Mention
GaleWoo41521620,NorthOnSixty1,Mention
KarisDenise,SethAbramson,Retweet
erinlizzi,jayrosen_nyu,Retweet
lynxaraV3,hannahcrileyy,Retweet
Bbarber80034741,benpatrick90069,Retweet
Bbarber80034741,kgay1065,Mention
Bbarber80034741,geoffkors,Mention
Not_Dutt,cuban_manny,Retweet
vbigelow,IndivisibleMich,Retweet
ric_govea,ric_govea,Tweet
mattben10,JackPosobiec,Retweet
svmmm,cynica1idealist,Retweet
svmmm,HowleyReporter,Mention
svmmm,michellemalkin,Mention
Burton84Jack,RyanAFournier,Retweet
gulf_news,gulf_news,Tweet
patgill69033215,CaliTrumpLady,Retweet
MVHarper,ianbremmer,Retweet
lplzydeco,Lexialex,Retweet
Siddhartha152,BNODesk,Retweet
morningthrilled,febrofirdaus,Retweet
NewshubNZ,NewshubNZ,Tweet
LiliaAndreataf1,RFERL,Retweet
ConcernedIron,tripgabriel,Retweet
TalkMMA,TalkMMA,Retweet
citizen_beijing,AndyBiotech,Retweet
shrekday,AndyBiotech,Retweet
riggy_marley,ktw337724,Reply
riggy_marley,ktw337724,Mention
riggy_marley,CNN,Mention
Gorgeousjorge4,DeanObeidallah,Retweet
Gorgeousjorge4,realDonaldTrump,Mention
3ofOZ,3ofOZ,Tweet
Christo84801994,RL9631,Retweet
mirthallanos1,RealCandaceO,Retweet
GenieJ543,GenieJ543,Tweet
sri2ntr,PTI_News,Retweet
JasonWood4real,JudicialWatch,Retweet
LadybugOTC,DrDenaGrayson,Retweet
LadybugOTC,realDonaldTrump,Mention
shayna650,chrisjollyhale,Retweet
YLara1,YLara1,Tweet
maya89033270,maya89033270,Tweet
mb66309061,MarshaBlackburn,Retweet
Pervaizistan,ryanstruyk,Retweet
JimWCallahan1,guyelster,Retweet
sharonhoward700,thedailybeast,Retweet
seadspaul,SomkhidMurray,Retweet
DiversityArtsAu,DiversityArtsAu,Reply
JeffreyBane,kylegriffin1,Retweet
brettcollier7,B52Malmet,Retweet
erik_segelstrom,Chris11962,Retweet
anuragteddy,suhasinih,Retweet
kamonjomaina,jamessmat,Retweet
eeezmeee,chrisjollyhale,Retweet
RonniAlgeo,JoeBorelliNYC,Retweet
justAfanDavid,trengriffin,Retweet
ngscrypto1,ngscrypto1,Tweet
scififan2715,Pervaizistan,Retweet
strawberrtt,_glocks,Retweet
achlau1,Imamofpeace,Retweet
TheTwoTheresas,KVUE,Retweet
TheTwoTheresas,Starbucks,Mention
RhodyJames,JonathanTurley,Retweet
ShivajiPratap84,OpIndia_com,Retweet
ShivajiPratap84,narendramodi,Mention
braceYaSelf_,chrisjollyhale,Retweet
mcskivvies,ACNH_support,Retweet
barbastodon,BNODesk,Retweet
teemarieeagle,acamire,Retweet
SteveZmann,DilleyShow,Retweet
OklasotaGal,ryanstruyk,Retweet
OklasotaGal,CNN,Mention
DeplorableNewt,DFBHarvard,Retweet
kroophuket,jimsciutto,Retweet
cee_cee,thehill,Retweet
alexandrachaar1,brown_skin_rose,Retweet
GlodeSteve,GreatGameIndia,Retweet
DBisquertt,UNVolunteers,Retweet
CxlTheClownShow,kenolin1,Retweet
mom2dlh,ryanstruyk,Retweet
mom2dlh,CNN,Mention
chesutoberry,Mione48,Retweet
BzSawyer,BzSawyer,Tweet
maredlip32,TeamTrump,Retweet
maredlip32,JDiamond1,Mention
maredlip32,realDonaldTrump,Mention
isaac020417,catturd2,Retweet
Tearable_Jacki,CBSNews,Retweet
jx_ltx,jx_ltx,Tweet
tastelikekendi,tastelikekendi,Tweet
SyedTowSeef_,globaltimesnews,Retweet
chrisalvarezit,richardjensor,Retweet
cyndeejc,NPR,Retweet
jeff_collier13,BreitbartNews,Retweet
asoldiersvoice,JCTheResistance,Retweet
pwal144,RileysDi,Retweet
mysweetjordan,CaslerNoel,Retweet
JMH_RULES,JackPosobiec,Retweet
jrguerra619,realDonaldTrump,Reply
jrguerra619,realDonaldTrump,Mention
bkkPA,UniteCountryPAC,Retweet
bkkPA,FoxNews,Mention
Catheri73018534,SaraCarterDC,Retweet
Catheri73018534,toddstarnes,Mention
JamesSJacob,jeremyherb,Retweet
yokuneta8080,yokuneta8080,Tweet
BAZ61193333,brianstelter,Retweet
BAZ61193333,ddale8,Mention
BAZ61193333,tarasubramaniam,Mention
cupton62,vmbb12,Retweet
TishaDoris,InactionNever,Retweet
XL2LETTERS,SaharaReporters,Retweet
VujicicAleks,cityofhamilton,Retweet
D2s239,aramajapan,Retweet
cutller51,SaraCarterDC,Retweet
cutller51,toddstarnes,Mention
Barberree,HamillHimself,Retweet
ncweaver,JuddLegum,Retweet
mariaxangelica_,chanchinliong,Retweet
CaliConserv1,Hoya97,Retweet
CaliConserv1,BreitbartNews,Mention
I_Hart_Sneakers,SportsCenter,Retweet
atanae,atanae,Tweet
kathrynbck,parul_sehgal,Retweet
bperez65_luis,IngrahamAngle,Retweet
mckibben69,Mitch_Roschelle,Retweet
conservative_nz,conservative_nz,Tweet
RMJewell,SkyNews,Retweet
robbipl,KamVTV,Retweet
Azimieast,brown_skin_rose,Retweet
jlipa,lonestarmango,Retweet
jlipa,BreitbartNews,Mention
sameri_zamia,Ian56789,Retweet
ScottGoates,DrTomFrieden,Retweet
5dogsmommy22,proxcee,Retweet
GregErhard,AdamMilstein,Retweet
naijasportscrib,naijasportscrib,Tweet
DonnaSm62283145,JoeBorelliNYC,Retweet
rorobin1,jennfranconews,Retweet
us3r85,Snowden,Retweet
CateMciver,CeoElefant,Retweet
hisumit07,NorbertElekes,Retweet
alphainvest06,d_waylife,Retweet
rocks4u,jaketapper,Retweet
FishAlexander,mitchellvii,Reply
FishAlexander,mitchellvii,Mention
RonBrownstein,RonBrownstein,Tweet
wondrwoman75,IngrahamAngle,Retweet
HowardBeck,brianstelter,Retweet
HowardBeck,ddale8,Mention
HowardBeck,tarasubramaniam,Mention
tshep10,WayneDupreeShow,Retweet
asadzaid971960,ejmalrai,Retweet
aafimiaa,bsindia,Retweet
SandraF36676095,thedailybeast,Retweet
hardtobeat6,TMZ,Mention
eddy_jumadi,spectatorindex,Retweet
evicerated2,Jamierodr14,Retweet
nicolasnicola22,SBSNews,Retweet
gil22768,HeidiOCanada,Retweet
gil22768,realDonaldTrump,Mention
J3ssVieira,TobiRachel_,Retweet
jefmp,IngrahamAngle,Retweet
realjager19,Anti_Faux_Fem,Reply
realjager19,Anti_Faux_Fem,Mention
realjager19,robreiner,Mention
Nasdaqistan,ByMikeBaker,Retweet
lecagle,maddow,Retweet
AkamaiLiholiho,WayneDupreeShow,Retweet
ruthMP20,B52Malmet,Retweet
jsharpjs,JoeBorelliNYC,Retweet
ariarmstrong,RSI,Retweet
ariarmstrong,GovernorVA,Mention
ariarmstrong,GovofCO,Mention
ariarmstrong,jaredpolis,Mention
Duck_Newton420,NHLAdamK,Retweet
scoutfinch2271,ryanstruyk,Retweet
scoutfinch2271,CNN,Mention
OhioSports4,MichaelCoudrey,Retweet
Mel04554759,SethAbramson,Retweet
powercoach_pe,intheMatrixxx,Retweet
powercoach_pe,billboard,Mention
AirinGem,Independent,Retweet
mister_nobody67,mtracey,Reply
mister_nobody67,mtracey,Mention
AnitaWiechman,RealCandaceO,Retweet
Blairy_bhoy,80_mcswan,Retweet
MitziGattis,kayleighmcenany,Retweet
blancheliston,David_Leavitt,Retweet
DJ_Duumzy,JoeBiden,Retweet
BeingDeeSee,NorbertElekes,Retweet
khaniQk,MurtazaViews,Retweet
khaniQk,SyedKousarKazmi,Mention
janeHardyHarHar,CaslerNoel,Retweet
sjtoplin,jeremyherb,Retweet
24743908_t,MailOnline,Retweet
Oneevol,AndrewBloch,Retweet
danhomick,latimes,Retweet
aripmiharja,UNNTV1,Retweet
emilycongdon,paulkrugman,Retweet
How_Symbolic,thewire_in,Retweet
dwinosaur,jeremyherb,Retweet
Cinderella007,SkyNews,Retweet
KingAerysthe2nd,Imamofpeace,Retweet
wattaj0ke,jimsciutto,Retweet
laner_l,TeamTrump,Retweet
laner_l,JDiamond1,Mention
laner_l,realDonaldTrump,Mention
MrTennisguru,AyeyoKEJO,Retweet
Westcoastcana,brianlilley,Retweet
sailingopen,TheEconomist,Retweet
_DBerry04,CloydRivers,Retweet
CarolynHyatt15,AdamMilstein,Retweet
The12fthOfNever,The12fthOfNever,Tweet
pommedeterreur,sarahkliff,Retweet
Aluku_B,Aluku_B,Tweet
ainnaaah,j7eon,Retweet
EAwrite,davidwchen,Retweet
EAwrite,elizashapiro,Mention
amajdandzic1,carolynryan,Retweet
greenme67,NatalieMcKendry,Retweet
Lewip811,FPLhitz,Reply
Lewip811,FPLhitz,Mention
Lewip811,burnsieboy65,Mention
Lewip811,MiguelDelaney,Mention
Lewip811,keiranpedley,Mention
garland_paige,spectatorindex,Retweet
Limiao46176566,JayFantastic2,Retweet
YarosisNancy,RobertCooper58,Retweet
witnessfacts,WayneDupreeShow,Retweet
ebeh,danieldaekim,Retweet
KenElli55412466,RealCandaceO,Retweet
k8hutton,A_Mass2,Retweet
aquarian1953,TomthunkitsMind,Retweet
Bat500boy,GordonGChang,Retweet
star_ravyn,LeahR77,Retweet
mark_clinton,aubrey_huff,Retweet
Brooklynknite,SistahScholar,Retweet
BENJAMIN414CARL,WayneDupreeShow,Retweet
burcham_don,ryanstruyk,Retweet
burcham_don,CNN,Mention
IngoldIsrael,thebradfordfile,Retweet
BonDaw4,SusanCo68078551,Retweet
Bdjma2020Fowler,mamendoza480,Retweet
JReinert1,RBReich,Retweet
SheraPrincessP,mikeandersonsr,Retweet
JamesOverholt,Public_Citizen,Retweet
TtoonnyyCA,MichaelCoudrey,Retweet
RobertHamza8,CABRAXAS10,Retweet
drkhinmaungoo,drkhinmaungoo,Tweet
Tamanna_GurAnsh,ChopraNimmi777,Retweet
EsotericFrogGod,IngrahamAngle,Retweet
WarWraith,coopesdetat,Retweet
WarWraith,CellmidLimited,Mention
WarWraith,TGAgovau,Mention
ilmeeyat,ilmeeyat,Tweet
Rocketj21,MountSinaiNYC,Retweet
Neeru15068297,777kiran27,Retweet
HereToResist45,HamillHimself,Retweet
CadmusReed,Mikel_Jollett,Retweet
Dilpree75599359,ChopraNimmi777,Retweet
alice_v1109,trooper2121,Retweet
OlBubbaD,bobo103nyc,Reply
OlBubbaD,bobo103nyc,Mention
LynaGalliara,LynaGalliara,Reply
mr_jj_cakes,ElNoPower,Retweet
maryaligoz,FOX26Houston,Retweet
Zurrrprise,ribsreprise,Retweet
DawnHunterton,SidneyPowell1,Retweet
dr_masooma,hannahcrileyy,Retweet
TheGreyWolf1776,RealSaavedra,Retweet
AmandoDios1974,icountryatheart,Reply
AmandoDios1974,icountryatheart,Mention
AmandoDios1974,StormIsUponUs,Mention
MoomjyN,MoomjyN,Tweet
dianamee,jeremyherb,Retweet
rudoniv,GregAbbott_TX,Retweet
Rakshaskota,ANI,Retweet
ragini1007singh,airnewsalerts,Retweet
gmopundit,jmayer0716,Retweet
mbmandell1,TomFitton,Retweet
mbmandell1,DrJeffColyer,Mention
yxssgxwd,chrisjollyhale,Retweet
Amariann6913,animal_leaks,Retweet
SprakashSuriya,SprakashSuriya,Tweet
mallan_carol,joncoopertweets,Retweet
AveryBa68752542,DavidLat,Retweet
JennySampson16,ericgarland,Retweet
MiakaKuroishi,BreitbartNews,Retweet
lordzeroist,japantimes,Retweet
ottoipse,ClayTravis,Retweet
JustWannaFreeFx,_glocks,Retweet
house_bern,meaganmday,Retweet
saurabhdugdhe,MoetBlindCat,Retweet
saurabhdugdhe,catsofinstagram,Mention
EmilyBobrow,IChotiner,Retweet
ENG1375,DavidLat,Retweet
ColtonLarry,jimsciutto,Retweet
ElkeHollings,Pervaizistan,Retweet
zaniyaa__,brown_skin_rose,Retweet
ChrisMo37540912,ArchKennedy,Retweet
ChrisMo37540912,realDonaldTrump,Mention
notthegirlnext3,nbcchicago,Retweet
deimos420,NYTScience,Retweet
MagaNordic,love4thegameAK,Retweet
stevenacosta20,CauseWereGuys,Retweet
CourtBee86,carolynryan,Retweet
englertj,ryanstruyk,Retweet
englertj,CNN,Mention
ProjectsHogan,aravosis,Retweet
ramniwash4,gaurgopald,Retweet
jchyip,NHLdotcom,Mention
speciesamused,speciesamused,Tweet
IamJasonSole,Mikel_Jollett,Retweet
pravin19o9,ZeeNews,Retweet
preueth,paulkrugman,Retweet
ddysgrl6,TobiRachel_,Retweet
mountainkat47,TheDemCoalition,Retweet
jstaffel1,MarshaBlackburn,Retweet
Terrilltf,indianz,Retweet
sueannshiah,NHLAdamK,Retweet
ASmalley_1,RealCandaceO,Retweet
RebelACole,TheWrightJohn,Reply
RebelACole,TheWrightJohn,Mention
RebelACole,klingensmith_j,Mention
RebelACole,ChrisMurphyCT,Mention
orangechucks92,ClayTravis,Retweet
crabyjoonie,MimiReeds,Retweet
MazymMary,RyanAFournier,Retweet
adz43_07,UNNTV1,Retweet
AquarianQueen11,intheMatrixxx,Retweet
GeorgeChisolm3,DineshDSouza,Retweet
boring_queerkid,carolynryan,Retweet
johnwhartle,JonLemire,Retweet
nurse_lj,nurse_lj,Tweet
DhananjayBarsa3,abhijeet_dipke,Retweet
DhananjayBarsa3,OpIndia_com,Mention
kennybwell10,TeamTrump,Retweet
kennybwell10,JDiamond1,Mention
kennybwell10,realDonaldTrump,Mention
DebChaLin57,DebChaLin57,Tweet
BotRedian,KTownStriders,Retweet
TNWorkingMom,DavidLat,Retweet
GeorgePlotner,dagenmcdowell,Retweet
mistyrose54,kaeyreed,Retweet
mistyrose54,YouTube,Mention
JHoye,ElizabethGore,Retweet
ELITEbreak_,ajitxsingh,Retweet
PKilla02,abc7newsbayarea,Retweet
Badbobby41,Orcusa1,Retweet
richconnell1,JackPosobiec,Retweet
ekmieciak,RobbinSimmons7,Retweet
sherrisim50,Yamiche,Retweet
sherrisim50,JDiamond1,Mention
RickOn123567,larryelder,Retweet
muther_mettle,thedailybeast,Retweet
Rifrafref,MimiReeds,Retweet
LuisssM,Knowledge9nro,Retweet
LuisssM,BNODesk,Mention
wiillsjd,DonaldJTrumpJr,Retweet
wiillsjd,SpeakerPelosi,Mention
hi_irshad,ashoswai,Retweet
BalmerWendie,BarackObama,Retweet
kjb568,MCmuckraker,Retweet
richardspuglisi,jimsciutto,Retweet
2017_believe,intheMatrixxx,Retweet
2017_believe,billboard,Mention
FuriousKitty,keithboykin,Retweet
AP4Liberty,AdamMilstein,Retweet
AP4Liberty,WSJopinion,Mention
AP4Liberty,DrJeffColyer,Mention
Len_Palajac,RealCandaceO,Retweet
GARCIA_SEMPERFI,GregAbbott_TX,Retweet
zouwei_cn,Techmeme,Retweet
ImTweetheartGaL,STcom,Retweet
runningbeam,DavidLat,Retweet
shestheone67,joe_warmington,Retweet
shestheone67,YRP,Mention
peekay622,ianbremmer,Retweet
calebbrock_,meaganmday,Retweet
BABYBUNNY6969,TobiRachel_,Retweet
Lawrzilla,ShamsCharania,Retweet
TimBak2nd,Yamiche,Retweet
FTL18Julia,RedDirt_Roots,Retweet
DesyMckee,iHeartRadio,Reply
DesyMckee,iHeartRadio,Mention
NateKettering,keithboykin,Retweet
annemariemavie,DavidLat,Retweet
TymesNow,brexit_sham,Retweet
PipPezz,allinwithchris,Retweet
camimz,Cloudflare,Retweet
yelkayelki,Koreaboo,Retweet
panicsw1tched,panicsw1tched,Tweet
Truthlikealion,yogagenie,Retweet
JustWhatNowWhy,Yamiche,Retweet
JustWhatNowWhy,JDiamond1,Mention
paristokio,babysfirstgun,Retweet
CheekyEwe,Dcl_60,Retweet
lbastura,RealCandaceO,Retweet
karasundeen,Yamiche,Retweet
karasundeen,JDiamond1,Mention
peacockhelp,peacockhelp,Tweet
FrankMcInally,RealJamesWoods,Retweet
Janakew,InactionNever,Retweet
dan_hildebrandt,Dope_Trades,Retweet
tubenagah01,willripleyCNN,Retweet
CameronLRyan,Yamiche,Retweet
JamesMo66854478,ddale8,Retweet
Brian_C_Broadus,Brian_C_Broadus,Tweet
Train702A,ClayTravis,Retweet
Jbgud,nypost,Retweet
Dommanns1,keithboykin,Retweet
trujillo_kt,DrDenaGrayson,Retweet
trujillo_kt,realDonaldTrump,Mention
miamia9353,ClayTravis,Retweet
Carlitostennis,SachaBaronCohen,Retweet
Carlitostennis,Facebook,Mention
Carlitostennis,YouTube,Mention
Aggieman30,GmanFan45,Retweet
Aggieman30,Inevitable_ET,Mention
Aggieman30,Mediaite,Mention
Aggieman30,Twitter,Mention
Aggieman30,RudyGiuliani,Mention
BundanyaMinkyu,swilkinsonbc,Retweet
shbeetle,Pervaizistan,Retweet
garfunkel24,RealSaavedra,Retweet
LandmarkCarol,WayneDupreeShow,Retweet
ayubharshad81,globaltimesnews,Retweet
FrancisWasHere,FrancisWasHere,Tweet
deepbarot,NorbertElekes,Retweet
ManuelR51397529,RealSaavedra,Retweet
what_speed,jeremyherb,Retweet
D_Alex_connect,IngrahamAngle,Retweet
di75_,CaliaDomenico,Retweet
eSEy_Bee,ExportedFromMI,Retweet
henleyurban,jeremyherb,Retweet
markergirl1,JamesMartinSJ,Retweet
NormaWakefield1,ScottAdamsSays,Retweet
HilaryDrew4,jeremyherb,Retweet
lnicola1231,LindaSuhler,Retweet
JalandharSah,imNNitin,Reply
JalandharSah,imNNitin,Mention
JalandharSah,Gurmeetramrahim,Mention
JalandharSah,derasachasauda,Mention
Gogoyourock69,Gogoyourock69,Tweet
DavidMachuca93,TobiRachel_,Retweet
Bloss55,TheLyonsDen,Retweet
aubel_f,PopChassid,Retweet
Ram53908024,BNODesk,Retweet
ZFTWARNING,nypost,Retweet
ACLIFFNOTEClif1,ACLIFFNOTEClif1,Tweet
RockySly9,MorningConsult,Retweet
dave_root,TomFitton,Retweet
dave_root,US_FDA,Mention
freesandstorm,nytclimate,Retweet
ElenaFra121070,JoeySalads,Retweet
metinniki,NewshubNZ,Retweet
caincassie,kirucine,Retweet
qwreggelsworth,CRRJA5,Retweet
qwreggelsworth,SpeakerPelosi,Mention
qwreggelsworth,realDonaldTrump,Mention
qwreggelsworth,SpeakerPelosi,Mention
forwardthink,carolynryan,Retweet
aapkaPRAKUSH,rubberneckin,Retweet
AtiqHuxley,dwnews,Retweet
bananapen67,TIME,Retweet
AlewaInsa,kansal2808,Retweet
AlewaInsa,derasachasauda,Mention
DeadLve9,NPR,Retweet
epaultaylor,picardonhealth,Retweet
epaultaylor,CBSNews,Mention
epaultaylor,USATODAY,Mention
APope45,jeremyherb,Retweet
WomenSaveUSA,jennycohn1,Retweet
WomenSaveUSA,GovRonDeSantis,Mention
nalpert,ryanstruyk,Retweet
nalpert,CNN,Mention
ASAPNOROCKY786,BleacherReport,Retweet
OneAndOnlyMeli,BNODesk,Retweet
chadavolic1976,Knowledge9nro,Retweet
chadavolic1976,BNODesk,Mention
KaalaChaashma,Aryanwarlord,Retweet
KaalaChaashma,narendramodi,Mention
KaalaChaashma,PMOIndia,Mention
JonathanLane420,paulkrugman,Retweet
TmfTina,real_defender,Reply
TmfTina,real_defender,Mention
TmfTina,realDonaldTrump,Mention
TmfTina,realDonaldTrump,Mention
JLOHagans,byron_auguste,Retweet
rebels2008,BarackObama,Retweet
Amanderx3,BleacherReport,Retweet
ShanmugarajPrem,rishav_sharma1,Retweet
1GetItDoneGal,nytpolitics,Retweet
rlopestwitte,politico,Mention
paul_haugen,HeidiStevens13,Retweet
coloradoeight,Cernovich,Retweet
alark67339,alark67339,Tweet
LugubriousLarry,MisdaMagoo,Retweet
allaboutEve6000,allaboutEve6000,Tweet
DawnHunterton,AKA_RealDirty,Retweet
DawnHunterton,realDonaldTrump,Mention
DawnHunterton,Humana,Mention
DawnHunterton,Cigna,Mention
danielb6080,atrupar,Retweet
AngelaSharer,DeanObeidallah,Retweet
AngelaSharer,realDonaldTrump,Mention
LoveCovfefe2020,BreitbartNews,Retweet
YBouranis,TalkBasket,Mention
chrisjbailey1,KBAndersen,Retweet
JeanRui2,DanRather,Retweet
ay_omide,Imamofpeace,Retweet
AlanJMitchell_,ArchbishopMark,Retweet
BettyBo23122139,KFOX14,Retweet
FilmArtPhoto,picardonhealth,Retweet
fattouma__,InactionNever,Retweet
shanmukhssv,EricBellmanWSJ,Retweet
shanmukhssv,narendramodi,Mention
_joshonair,ShamsCharania,Retweet
patil_ckp,RahulGandhi,Retweet
jamewils,NewYorker,Retweet
DrewBiemer,SenatorHassan,Retweet
2mstephane,ABCPolitics,Retweet
MyersSchuh,SenWhitehouse,Retweet
kathrynpapp,NPR,Retweet
Richard27641,RealCandaceO,Retweet
missneff1968,IngrahamAngle,Retweet
paulmcclintock,PalmerReport,Retweet
mikilou19,chrisjollyhale,Retweet
Anniequad,RichardTuffin,Retweet
Anniequad,GuardianAus,Mention
wcohrs,60Mins,Retweet
wcohrs,JuliaGillard,Mention
DondieHinson,DondieHinson,Tweet
ningbojoe,AlboMP,Retweet
9liberal,jaketapper,Retweet
lalakrey,ddale8,Retweet
wildmarshphoto,joelockhart,Retweet
CarolJBrown9,RealCandaceO,Retweet
schwindysgrl,DanielNewman,Retweet
LostInAusten75,CharminUltra17,Retweet
BrijmohanMalvi3,BrijmohanMalvi3,Tweet
js70rm1,ddale8,Retweet
_John_Murphy,keithboykin,Retweet
shaving_s,aravosis,Retweet
TrustIsAnon,NHLAdamK,Retweet
_likeahurricane,juliebosman,Retweet
EthanBeckett32,greentoepalacio,Retweet
cujowasagoodboy,meaganmday,Retweet
CHELLL0VE,BleacherReport,Retweet
ATSD,JoeBorelliNYC,Retweet
MakingTownsGuy,Pervaizistan,Retweet
LDonMcIntyre2,Kenzoness,Retweet
